NES,United States (usa),Barbie,1,1,0,$12,
NES,United States (usa),"Bard's Tale, The",1,1,1,$45,
NES,United States (usa),Barker Bill's Trick Shooting,1,1,1,$25,
NES,United States (usa),Base Wars - Cyber Stadium Series,1,1,1,$20,
NES,United States (usa),Baseball,1,1,1,$20,
NES,United States (usa),Baseball Stars,1,0,0,$7,
NES,United States (usa),Baseball Stars 2,1,0,1,$45,
NES,United States (usa),Bases Loaded,1,1,1,$10,
NES,United States (usa),Bases Loaded 2: Second Season,1,1,1,$10,
NES,United States (usa),"Bases Loaded 3, Ryne Sandberg Plays",1,1,1,$20,
NES,United States (usa),Bases Loaded 4,1,0,0,$40,
NES,United States (usa),Batman - Return of the Joker,1,0,0,$40,
NES,United States (usa),Batman (plastic hang tab sticker),1,1,1,$35,
NES,United States (usa),Batman Returns,1,1,0,$35,
NES,United States (usa),Battle Chess,1,0,1,$15,
NES,United States (usa),Battletoads,1,1,1,$60,
NES,United States (usa),Bee 52,1,0,1,$40,
NES,United States (usa),Best of the Best Championship Karate,1,1,0,$80,
NES,United States (usa),Bible Adventures (black cart),1,1,1,$25,
NES,United States (usa),Bible Adventures (blue cart),1,0,0,$18,
NES,United States (usa),Bible Adventures (blue cart),1,0,0,$18,
NES,United States (usa),Bible Buffet,1,1,1,$80,
NES,United States (usa),Bill & Ted's Excellent ^Video Game Adventure,1,0,1,$25,
NES,United States (usa),Bionic Commando,1,1,1,$40,
NES,United States (usa),"Black Bass, The",1,1,1,$20,
NES,United States (usa),Blades of Steel,1,1,1,$20,
NES,United States (usa),Blaster Master,1,1,1,$40,
NES,United States (usa),Bo Jackson Baseball,1,1,1,$28,
NES,United States (usa),Bomberman,1,0,0,$25,
NES,United States (usa),Bomberman (SEALED pristine condition),1,1,1,$250,
NES,United States (usa),Bomberman II,1,0,0,$175,
NES,United States (usa),Bonk's Adventure,1,0,0,$500,
NES,United States (usa),Boulder Dash,1,1,0,$15,
NES,United States (usa),Breakthru,1,0,1,$20,
NES,United States (usa),Bubble Bobble,1,0,1,$55,
NES,United States (usa),"Bugs Bunny Birthday Blowout, The",1,0,1,$20,
NES,United States (usa),"Bugs Bunny Crazy Castle, The",1,1,0,$12,
NES,United States (usa),Bump 'n' Jump,1,1,0,$13,
NES,United States (usa),Burai Fighter,1,0,1,$25,
NES,United States (usa),Cabal,1,1,1,$30,
NES,United States (usa),Caesar's Palace,1,1,1,$20,
NES,United States (usa),California Games,1,1,1,$30,
NES,United States (usa),Captain America and the Avengers,1,1,1,$85,
NES,United States (usa),Casino Kid,1,0,1,$18,
NES,United States (usa),Castle of Dragon,1,0,1,$40,
NES,United States (usa),Castlequest,1,0,1,$25,
NES,United States (usa),Castlevania,1,1,1,$100,
NES,United States (usa),Castlevania II - Simon's Quest,1,1,1,$50,
NES,United States (usa),Castlevania III - Dracula's Curse,1,1,1,$100,
NES,United States (usa),Caveman Games,1,1,0,$15,
NES,United States (usa),Challenge of the Dragon (blue cart),1,0,0,$120,
NES,United States (usa),Championship Bowling,1,1,0,$8,
NES,United States (usa),"Chessmaster, The",1,1,1,$15,
NES,United States (usa),Chiller (price based on condition),1,0,0,$65,
NES,United States (usa),Circus Caper,1,0,0,$8,
NES,United States (usa),City Connection,1,0,0,$8,
NES,United States (usa),Clash at Demonhead,1,0,1,$40,
NES,United States (usa),Cobra Command,1,0,0,$20,
NES,United States (usa),Cobra Triangle,1,0,1,$15,
NES,United States (usa),Code Name: Viper,1,0,1,$25,
NES,United States (usa),Color a Dinosaur,1,0,0,$120,
NES,United States (usa),Commando,1,1,0,$8,
NES,United States (usa),Conflict,1,0,1,$15,
NES,United States (usa),Contra,1,1,1,$85,
NES,United States (usa),Contra Force,1,1,0,$155,
NES,PAL B,Corvette ZR-1 Challenge,1,1,1,$70,
NES,PAL B,CrackOut,1,1,1,$60,
NES,United States (usa),Crash 'n' the Boys: Street Challenge,1,1,1,$100,
NES,United States (usa),Crystal Mines (blue cart),1,0,1,$70,
NES,United States (usa),Crystalis,1,0,1,$45,
NES,United States (usa),"Cybernoid, The Fighting Machine",1,1,0,$8,
NES,United States (usa),Dance Aerobics,1,0,0,$8,
NES,United States (usa),"Darkwing Duck, Disney's",1,0,1,$80,
NES,United States (usa),Dash Galaxy in the Alien Asylum,1,0,1,$25,
NES,United States (usa),Day Dreamin' Davey (missing tabs),1,0,1,$40,
NES,United States (usa),Deadly Towers,1,1,0,$8,
NES,United States (usa),Death Race,1,0,0,$45,
NES,United States (usa),Deathbots,1,0,0,$20,
NES,United States (usa),Defenders of Dynatron City,1,0,0,$40,
NES,United States (usa),DejaVu,1,1,1,$20,
NES,United States (usa),Demon Sword,1,1,1,$25,
NES,United States (usa),Destination Earthstar,1,0,1,$20,
NES,United States (usa),Dick Tracy,1,1,1,$25,
NES,United States (usa),"Dig Dug II, Trouble in Paradise",1,1,0,$15,
NES,United States (usa),Dirty Harry: The War Against Drugs,1,0,1,$30,
NES,United States (usa),"Donkey Kong (fair, unpunched hangtab)",1,0,1,$120,
NES,United States (usa),Donkey Kong Classics,1,1,1,$45,
NES,United States (usa),Donkey Kong Jr. Math,1,0,0,$100,
NES,United States (usa),Double Dare,1,0,1,$32,
NES,United States (usa),Double Dragon II - The Revenge,1,1,1,$45,
NES,United States (usa),Double Dragon III - The Sacred Stones,1,1,1,$40,
NES,United States (usa),Double Dribble,1,0,1,$12,
NES,United States (usa),Dr. Chaos,1,1,0,$18,
NES,United States (usa),Dr. Mario,1,1,1,$25,
NES,United States (usa),"Dracula, Bram Stoker's",1,0,0,$55,
NES,United States (usa),Dragon Fighter,1,0,0,$275,
NES,United States (usa),Dragon Power,1,0,1,$25,
NES,United States (usa),"Dragon Spirit, The New Legend",1,1,1,$25,
NES,United States (usa),Dragon Warrior,1,0,1,$25,
NES,United States (usa),Dragon Warrior III,1,0,0,$70,
NES,United States (usa),Dragon Warrior IV,1,0,0,$80,
NES,United States (usa),"Dragon's Lair, Sullivan Bluth Presents",1,0,1,$40,
NES,United States (usa),Duck Hunt,1,1,1,$30,
NES,United States (usa),"Duck Tales, Disney's",1,1,0,$30,
NES,United States (usa),Dungeon Magic - Sword of the Elements,1,1,1,$40,
NES,United States (usa),Dusty Diamond's All-Star Softball,1,0,1,$130,
NES,United States (usa),Elevator Action,1,0,1,$25,
NES,United States (usa),Excitebike,1,1,1,$40,
NES,United States (usa),F-15 Strike Eagle,1,1,1,$27,
NES,United States (usa),Fantasy Zone,1,1,1,$45,
NES,United States (usa),"Fast Break, Magic Johnson's",1,1,0,$5,
NES,United States (usa),Faxanadu,1,1,1,$45,
NES,United States (usa),Felix the Cat,1,0,1,$130,
NES,United States (usa),Fester's Quest,1,1,1,$20,
NES,United States (usa),"Fighting Golf, Lee Trevino's",1,1,1,$12,
NES,United States (usa),Final Fantasy,1,1,1,$65,
NES,United States (usa),Fire Hawk,1,1,1,$27,
NES,United States (usa),Flight of the Intruder,1,1,1,$30,
NES,United States (usa),Flying Dragon: The Secret Scroll,1,0,0,$7,
NES,United States (usa),Friday the 13th,1,1,1,$45,
NES,United States (usa),G.I. Joe: A Real American Hero,1,0,1,$170,
NES,United States (usa),Galactic Crusader,1,0,0,$60,
NES,United States (usa),Galaxy 5000,1,1,1,$120,
NES,United States (usa),Gargoyle's Quest II,1,1,1,$250,
NES,United States (usa),Gauntlet,1,1,1,$25,
NES,United States (usa),Gauntlet,1,1,0,$12,
NES,United States (usa),Gauntlet II,1,1,1,$27,
NES,United States (usa),Genghis Khan,1,1,1,$40,
NES,United States (usa),"Ghost Lion, Legend of",1,1,1,$125,
NES,United States (usa),Ghostbusters II,1,1,1,$8,
NES,United States (usa),Ghosts 'n Goblins,1,1,1,$60,
NES,United States (usa),Goal!,1,1,1,$15,
NES,United States (usa),Gold Medal Challenge '92,1,0,0,$15,
NES,United States (usa),Golf,1,1,1,$35,
NES,United States (usa),"Golf Power, Greg Norman's",1,1,1,$20,
NES,United States (usa),Golgo 13: Top Secret Episode,1,1,1,$25,
NES,United States (usa),"Goonies II, The",1,1,1,$40,
NES,United States (usa),Gotcha! The Sport!,1,1,0,$10,
NES,United States (usa),Gremlins 2 - The New Batch,1,0,0,$22,
NES,United States (usa),"Guardian Legend, The",1,0,1,$40,
NES,United States (usa),Guerrilla War,1,1,1,$40,
NES,United States (usa),Gumshoe (unpunched hang tab),1,1,1,$80,
NES,United States (usa),Gun.Smoke,1,0,0,$22,
NES,United States (usa),Gyromite (w/ famicom converter),1,1,0,$25,
NES,United States (usa),Gyruss,1,1,1,$25,
NES,PAL B,Hammerin' Harry,1,0,0,$160,
NES,United States (usa),Heavy Barrel,1,1,1,$60,
NES,United States (usa),Heavy Shreddin',1,0,0,$5,
NES,United States (usa),Hogan's Alley,1,1,1,$50,
NES,United States (usa),Hollywood Squares (Light Blue Box),1,0,1,$17,
NES,United States (usa),Home Alone 2 - Lost in New York,1,0,1,$20,
NES,United States (usa),Hoops,1,1,1,$15,
NES,United States (usa),Hudson Hawk,1,1,1,$35,
NES,United States (usa),"Hunt for Red October, The",1,1,1,$20,
NES,United States (usa),Hydlide,1,0,0,$8,
NES,United States (usa),Ice Hockey,1,1,1,$18,
NES,United States (usa),Ikari Warriors,1,0,1,$17,
NES,United States (usa),Ikari Warriors II: Victory Road,1,1,1,$15,
NES,United States (usa),Indiana Jones and the Last Crusade (Ubisoft),1,1,1,$600,
NES,United States (usa),Indiana Jones and the Temple of Doom,1,0,1,$30,
NES,United States (usa),Infiltrator,1,0,1,$10,
NES,United States (usa),Iron Tank - The Invasion of Normandy,1,1,0,$7,
NES,United States (usa),Ironsword - Wizards & Warriors II,1,1,1,$20,
NES,United States (usa),Isolated Warrior,1,0,1,$30,
NES,United States (usa),Jack Nicklaus' Golf,1,1,1,$7,
NES,United States (usa),Jackie Chan's Action Kung Fu,1,1,0,$150,
NES,United States (usa),Jaws,1,0,0,$7,
NES,United States (usa),Jeopardy!,1,0,1,$12,
NES,United States (usa),Jeopardy! 25th Anniversary Edition,1,0,0,$5,
NES,United States (usa),"Jetsons, The - Cogswell's Caper",1,0,0,$150,
NES,United States (usa),John Elway's Quarterback,1,1,1,$15,
NES,United States (usa),Jordan vs. Bird: One on One,1,0,0,$5,
NES,United States (usa),Joust,1,1,1,$20,
NES,United States (usa),Jurassic Park,1,0,0,$10,
NES,United States (usa),Kabuki - Quantum Fighter,1,0,1,$40,
NES,United States (usa),Karate Champ,1,1,0,$10,
NES,United States (usa),Kickle Cubicle,1,0,1,$55,
NES,United States (usa),Kid Icarus,1,1,1,$75,
NES,United States (usa),Kid Kool and the Quest for the Seven Wonder Herbs,1,0,0,$10,
NES,United States (usa),King of Kings (Mary/Joeseph variant black cart),1,0,0,$15,
NES,United States (usa),King of Kings (camel variant black cart),1,0,1,$25,
NES,United States (usa),King's Knight,1,1,1,$50,
NES,United States (usa),Kings of the Beach Professional Beach Volleyball,1,1,1,$15,
NES,United States (usa),Kirby's Adventure,1,1,1,$38,
NES,United States (usa),Kiwi Kraze,1,1,1,$65,
NES,United States (usa),Klax,1,1,1,$17,
NES,United States (usa),Krazy Kreatures,1,0,0,$15,
NES,United States (usa),Kung Fu,1,1,1,$25,
NES,United States (usa),Kung Fu Heroes,1,0,1,$17,
NES,United States (usa),L'Empereur,1,0,1,$120,
NES,United States (usa),Laser Invasion,1,1,1,$28,
NES,United States (usa),Last Action Hero,1,0,0,$70,
NES,United States (usa),"Last Ninja, The",1,1,1,$55,
NES,United States (usa),Legacy of the Wizard,1,1,1,$25,
NES,United States (usa),"Legend of Kage, The",1,0,1,$27,
NES,United States (usa),"Legend of Zelda, The (Classic Edition)",1,1,1,$65,
NES,United States (usa),Life Force,1,1,0,$15,
NES,PAL B,"Lion King, The",1,1,1,$125,
NES,United States (usa),"Linus Spacehead's ""Cosmic Crusade""",1,0,1,$125,
NES,United States (usa),Little League Baseball: Championship Series,1,0,1,$15,
NES,United States (usa),Little Nemo - The Dream Master,1,1,1,$27,
NES,United States (usa),Little Samson (PM F/O),1,0,0,F/O,
NES,United States (usa),Lunar Pool,1,0,1,$12,
NES,United States (usa),M.C. Kids,1,1,1,$40,
NES,United States (usa),M.U.L.E.,1,1,1,$37,
NES,United States (usa),"M.U.S.C.L.E. (Hang tab damage, only flaw)",1,1,1,$50,
NES,United States (usa),Mach Rider,1,1,0,$12,
NES,United States (usa),Mad Max,1,0,1,$27,
NES,United States (usa),"Mafat Conspiracy, The: Golgo 13 II",1,1,1,$27,
NES,United States (usa),"Magic of Scheherazade, The",1,0,0,$15,
NES,United States (usa),"Magician (in original shrink, opened)",1,1,1,$80,
NES,United States (usa),Major League Baseball,1,0,1,$8,
NES,United States (usa),Maniac Mansion,1,1,1,$80,
NES,United States (usa),"Mario Bros., The Original",1,0,1,$75,
NES,United States (usa),Mario Is Missing!,1,1,1,$35,
NES,United States (usa),Marvel's X-Men,1,1,1,$40,
NES,United States (usa),Master Chu and the Drunkard Hu,1,1,0,$55,
NES,United States (usa),Maxi 15 (w/ manual),1,1,0,$80,
NES,United States (usa),Mega Man,1,0,0,$75,
NES,United States (usa),Mega Man 2,1,0,0,$25,
NES,United States (usa),Mega Man 3,1,1,1,$65,
NES,United States (usa),Mega Man 4,1,0,0,$25,
NES,United States (usa),Mega Man 5 (label flaw/ smal rip),1,0,0,$80,
NES,United States (usa),Mega Man 6 (Mega Man box torn on side),1,0,1,$65,
NES,United States (usa),Menace Beach (blue cart),1,1,1,$600,
NES,United States (usa),Mendel Palace,1,1,1,$32,
NES,United States (usa),Mermaids of Atlantis,1,0,1,$120,
NES,United States (usa),Metal Gear,1,1,1,$45,
NES,United States (usa),Metroid (Classic Series),1,0,0,$18,
NES,United States (usa),Metroid,1,0,0,$20,
NES,United States (usa),Mickey Mousecapade,1,1,1,$17,
NES,United States (usa),Mighty Bombjack,1,0,0,$10,
NES,United States (usa),Mighty Final Fight,1,0,0,$190,
NES,United States (usa),Mike Tyson's Punch-Out!! (w/ Letter),1,1,1,$170,
NES,United States (usa),Millipede,1,1,1,$25,
NES,United States (usa),Milon's Secret Castle,1,1,1,$22,
NES,United States (usa),Miracle Piano (w/ custom cart box),1,0,1,$20,
NES,United States (usa),Mission: Impossible,1,1,1,$17,
NES,United States (usa),Monopoly,1,1,1,$12,
NES,United States (usa),Monster in My Pocket,1,1,1,$120,
NES,United States (usa),Monster Party,1,0,0,$15,
NES,United States (usa),Moon Ranger,1,0,0,$160,
NES,United States (usa),Motor City Patrol,1,0,1,$100,
NES,PAL B,Mr. Gimmick,1,0,1,"$1,500",
NES,United States (usa),Ms. Pac-Man (Tengen),1,1,0,$25,
NES,United States (usa),Muppet Adventure: Chaos at the Carnival,1,0,0,$12,
NES,United States (usa),"Mutant Virus, The",1,1,1,$60,
NES,United States (usa),Mystery Quest,1,1,1,$30,
NES,United States (usa),NARC,1,0,1,$17,
NES,PAL B,New Ghostbusters II,1,0,1,$150,
NES,United States (usa),NFL Football,1,1,1,$10,
NES,United States (usa),"Ninja Gaiden II, The Dark Sword of Chaos",1,1,1,$60,
NES,United States (usa),"Ninja Gaiden III, The Ancient Ship of Doom",1,1,1,$160,
NES,United States (usa),Ninja Kid,1,0,0,$15,
NES,PAL B,Noah's Ark,1,1,1,$150,
NES,United States (usa),Nobunaga's Ambition II,1,1,1,$350,
NES,United States (usa),North and South,1,0,0,$45,
NES,United States (usa),"Open Tournament Golf, NES",1,0,1,$17,
NES,United States (usa),"Operation Wolf, Take No Prisoners",1,1,1,$15,
NES,United States (usa),ORB 3-D,1,1,1,$20,
NES,United States (usa),Othello,1,0,1,$12,
NES,United States (usa),P.O.W. - Prisoners of War,1,1,1,$25,
NES,United States (usa),"P'radikus Conflict, The",1,0,0,$80,
NES,United States (usa),Pac-Man (Namco,1,0,1,$55,
NES,United States (usa),Pac-Man (Licensed),1,0,1,$25,
NES,United States (usa),Pac-Man (Tengen),1,0,0,$10,
NES,United States (usa),Pac-Mania,1,1,1,$45,
NES,United States (usa),Palamedes,1,0,0,$12,
NES,United States (usa),Panic Restaurant,1,0,0,$580,
NES,United States (usa),Paperboy,1,1,1,$27,
NES,PAL B,Parodius,1,1,1,$130,
NES,United States (usa),Phantom Fighter,1,1,1,$17,
NES,United States (usa),Pictionary,1,0,0,$5,
NES,United States (usa),Pin-Bot,1,1,1,$12,
NES,United States (usa),Pinball,1,1,0,$5,
NES,United States (usa),Pinball Quest,1,1,1,$27,
NES,United States (usa),Platoon,1,1,1,$15,
NES,United States (usa),"Play Action Football, NES",1,1,1,$10,
NES,United States (usa),Popeye,1,0,0,$12,
NES,United States (usa),Power Blade 2,1,0,0,$400,
NES,United States (usa),Predator,1,1,1,$50,
NES,United States (usa),Princess Tomato Salad Kingdom (sticker residue box),1,0,1,$115,
NES,United States (usa),Pro Wrestling,1,0,0,$7,
NES,PAL B,Probotector,1,1,1,$180,
NES,United States (usa),Punch-Out!!,1,1,1,$35,
NES,United States (usa),"Punisher, The",1,1,1,$60,
NES,United States (usa),Puss N' Boots: Pero's Great Adventure,1,0,1,$32,
NES,United States (usa),Pyramid,1,0,1,$22,
NES,United States (usa),Q*Bert,1,1,1,$25,
NES,United States (usa),Qix,1,0,0,$37,
NES,United States (usa),R.B.I. Baseball,1,0,1,$20,
NES,United States (usa),R.C. Pro-Am II,1,0,0,$75,
NES,United States (usa),"Race America, Alex DeMeo's",1,0,1,$80,
NES,United States (usa),RacerMate Challenge II,1,0,,$225,
NES,United States (usa),Racket Attack,1,0,1,$12,
NES,United States (usa),Raid 2020,1,1,1,$55,
NES,United States (usa),Raid on Bungeling Bay,1,0,0,$8,
NES,United States (usa),Rainbow Islands,1,1,1,$70,
NES,United States (usa),Rambo,1,0,0,$5,
NES,United States (usa),Rampage,1,1,1,$20,
NES,United States (usa),Remote Control,1,1,0,$12,
NES,United States (usa),"Ren & Stimpy Show, The: Buckeroo$!",1,0,0,$15,
NES,United States (usa),Renegade,1,1,1,$20,
NES,United States (usa),Rescue - The Embassy Mission,1,1,1,$22,
NES,United States (usa),Ring King,1,0,0,$7,
NES,United States (usa),Road Runner,1,1,1,$25,
NES,United States (usa),RoadBlasters,1,1,1,$15,
NES,United States (usa),Robin Hood - Prince of Thieves,1,1,1,$25,
NES,United States (usa),RoboCop,1,1,1,$15,
NES,United States (usa),Robodemons,1,0,0,$35,
NES,United States (usa),RoboWarrior,1,1,1,$25,
NES,United States (usa),Rock 'n Ball,1,1,1,$28,
NES,United States (usa),Roger Clemens' MVP Baseball,1,1,1,$12,
NES,United States (usa),Rolling Thunder,1,0,0,$8,
NES,United States (usa),Roundball 2-on-2 Challenge,1,1,1,$30,
NES,United States (usa),Rush'n Attack,1,1,0,$12,
NES,United States (usa),Rygar,1,0,0,$7,
NES,United States (usa),Secret Scout,1,0,0,$230,
NES,United States (usa),Section-Z,1,0,0,$7,
NES,United States (usa),Seicross,1,1,0,$5,
NES,United States (usa),Sesame Street: ABC,1,1,1,$12,
NES,United States (usa),Sesame Street: Big Bird's Hide & Speak,1,0,0,$8,
NES,United States (usa),Shadow of the Ninja,1,0,1,$120,
NES,United States (usa),Shadowgate,1,1,1,$35,
NES,United States (usa),Shatterhand,1,1,1,$130,
NES,United States (usa),Shingen the Ruler,1,0,1,$17,
NES,United States (usa),Shinobi,1,0,0,$10,
NES,United States (usa),Shooting Range,1,1,1,$20,
NES,United States (usa),Short Order/Eggsplode,1,0,1,$20,
NES,United States (usa),Side Pocket,1,0,1,$20,
NES,United States (usa),Silent Assault,1,0,1,$45,
NES,United States (usa),Silent Service,1,1,1,$12,
NES,United States (usa),Silver Surfer,1,1,1,$55,
NES,United States (usa),"Simpsons, The - Bart Vs. the World",1,0,0,$10,
NES,United States (usa),"Simpsons, The - Bartman Meets Radioactive Man",1,1,1,$50,
NES,United States (usa),"Simpsons, The - Krusty's Fun House",1,1,1,$40,
NES,United States (usa),Skate or Die,1,1,1,$15,
NES,United States (usa),"Skate or Die 2, The Search for Double Trouble",1,0,0,$7,
NES,United States (usa),Ski or Die,1,0,1,$20,
NES,United States (usa),Sky Shark,1,1,1,$15,
NES,United States (usa),Slalom,1,0,0,$7,
NES,United States (usa),Smash T.V.,1,0,1,$30,
NES,PAL B,Smurfs,1,1,1,$85,
NES,United States (usa),Snake Rattle n Roll,1,1,1,$30,
NES,United States (usa),Snoopy's Silly Sports Spectacular,1,1,1,$35,
NES,United States (usa),Snow Brothers,1,0,0,$250,
NES,United States (usa),Soccer,1,1,0,$8,
NES,United States (usa),Solar Jetman - Hunt for the Golden Warpship,1,1,1,$22,
NES,United States (usa),Solomon's Key,1,1,1,$40,
NES,United States (usa),Solstice - The Quest for the Staff of Demnos,1,1,1,$20,
NES,United States (usa),Spelunker,1,0,0,$10,
NES,United States (usa),Spider-Man - Return of the Sinister Six,1,1,1,$35,
NES,United States (usa),Spot: The Videogame!,1,1,0,$10,
NES,United States (usa),Spy Hunter,1,1,1,$30,
NES,United States (usa),Spy vs. Spy,1,1,1,$30,
NES,United States (usa),"Sqoon (good, hang tab intact)",1,1,1,$600,
NES,United States (usa),Stack-Up (w/ custom cart box),1,1,0,$115,
NES,United States (usa),Stanley: The Search for Dr. Livingston,1,1,1,$75,
NES,United States (usa),Star Force,1,0,0,$7,
NES,United States (usa),Star Soldier,1,1,1,$22,
NES,United States (usa),Star Trek 25th Anniversary,1,1,1,$30,
NES,United States (usa),Star Tropics,1,0,0,$10,
NES,United States (usa),Star Tropics II - Zoda's Revenge,1,1,1,$40,
NES,United States (usa),Star Voyager,1,0,0,$5,
NES,United States (usa),Star Wars,1,0,1,$50,
NES,United States (usa),Star Wars - The Empire Strikes Back,1,1,0,$30,
NES,United States (usa),Starship Hector,1,0,1,$35,
NES,United States (usa),Stealth ATF,1,1,1,$17,
NES,United States (usa),Stinger,1,1,0,$25,
NES,United States (usa),Street Fighter 2010 - The Final Fight,1,0,0,$10,
NES,United States (usa),Strider,1,1,0,$8,
NES,United States (usa),Sunday Funday: The Ride,1,1,1,$225,
NES,United States (usa),Super Dodge Ball,1,1,1,$55,
NES,United States (usa),Super Glove Ball,1,1,1,$25,
NES,United States (usa),"Super Jeopardy!, Talking",1,1,1,$12,
NES,United States (usa),Super Mario Bros/Duck Hunt (w/ custom box),1,1,1,$25,
NES,United States (usa),SMB/Duck Hunt/WCTM (w/ custom box),1,0,1,$25,
NES,United States (usa),Super Pitfall,1,1,1,$32,
NES,United States (usa),Super Spike V'Ball,1,0,1,$17,
NES,United States (usa),Super Spike V'Ball/WC Soccer (w/custom box),1,0,1,$20,
NES,United States (usa),Super Team Games,1,0,0,$8,
NES,United States (usa),Swamp Thing,1,0,0,$115,
NES,United States (usa),Sword Master,1,0,0,$180,
NES,United States (usa),Swords and Serpents,1,1,0,$7,
NES,United States (usa),T & C II: Thrilla's Surfari,1,1,1,$55,
NES,United States (usa),T & C Surf Designs,1,1,1,$25,
NES,United States (usa),T2 Terminator 2: Judgment Day,1,1,1,$22,
NES,United States (usa),Tag Team Wrestling,1,1,0,$7,
NES,United States (usa),Target: Renegade,1,0,0,$7,
NES,United States (usa),Tecmo Baseball,1,1,1,$17,
NES,United States (usa),Tecmo Bowl,1,0,1,$18,
NES,United States (usa),Tecmo Cup: Soccer Game,1,0,0,$100,
NES,United States (usa),Tecmo NBA Basketball,1,0,1,$18,
NES,United States (usa),Tecmo World Wrestling,1,1,1,$30,
NES,United States (usa),Teenage Mutant Ninja Turtles - Tournament Fighters,1,0,0,$150,
NES,United States (usa),Teenage Mutant Ninja Turtles III - The Manhattan Project,1,0,0,$100,
NES,United States (usa),Tennis,1,1,1,$35,
NES,United States (usa),"Terminator, The",1,0,1,$70,
NES,United States (usa),Tetris,1,1,1,$15,
NES,United States (usa),Tetris 2,1,1,1,$18,
NES,United States (usa),"Three Stooges, The",1,1,1,$30,
NES,United States (usa),Tiger-Heli,1,1,1,$18,
NES,United States (usa),Times of Lore (w/map),1,0,1,$100,
NES,United States (usa),Tiny Toon Adventures,1,1,1,$45,
NES,United States (usa),Tiny Toon Adventures 2 - Trouble in Wackyland,1,0,1,$45,
NES,United States (usa),To The Earth,1,1,1,$22,
NES,United States (usa),Toki,1,0,0,$45,
NES,United States (usa),Tombs & Treasure,1,1,1,$75,
NES,United States (usa),Toobin',1,1,1,$30,
NES,United States (usa),Top Gun - The Second Mission,1,1,1,$15,
NES,United States (usa),Top Players' Tennis Evert & Lendl,1,1,1,$20,
NES,United States (usa),Total Recall,1,1,1,$30,
NES,United States (usa),Touchdown Fever,1,0,0,$15,
NES,United States (usa),Track & Field,1,0,0,$5,
NES,United States (usa),Track & Field II,1,1,1,$18,
NES,United States (usa),Trojan,1,0,0,$8,
NES,United States (usa),Twin Cobra,1,0,1,$27,
NES,United States (usa),Twin Eagle,1,0,1,$17,
NES,PAL B,U-four-ia,1,1,1,$225,
NES,United States (usa),Ultimate Air Combat,1,0,0,$30,
NES,United States (usa),Ultimate Basketball,1,0,0,$5,
NES,United States (usa),Uninvited,1,0,1,$100,
NES,United States (usa),Vegas Dream,1,1,1,$20,
NES,United States (usa),Venice Beach Volleyball,1,0,0,$12,
NES,United States (usa),Vindicators,1,0,1,$20,
NES,United States (usa),Volleyball,1,1,0,$20,
NES,United States (usa),Wall Street Kid,1,1,1,$7,
NES,United States (usa),Wally Bear and the No! Gang,1,0,0,$40,
NES,United States (usa),Wayne Gretzky Hockey (Black Jersey),1,1,1,$27,
NES,United States (usa),WCW: World Championship Wrestling,1,0,1,$22,
